Context,Response
my husband and i have been together since high school we have been married going on for nearly ten years and we have three beautiful children a few weeks ago my husband decided he need some time apart and moved over to his dads for a while he comes home to see the kids and acts like there is not too much wrong can this marriage be saved or is it too late he said he would go to counseling so i dont think he has given up,while it would be impossible for me to say whether your marriage can be saved it sounds like you are both willing to give it a try and to get professional support with appropriate professional support for your relationship a lot is possible im not familiar with the resources available in jackson but im sure there are some good local couple therapists and there may be some agencies that specialize in couple counselling and family therapy so often the challenges that we have in relationships result from rather small habits in relating that lead to greater feelings of distress loneliness anger and resentment i commend your willingness to put effort into creating the strong loving relationship that you want for both of your sakes and of course for your children the following links provides more information regarding common behaviours that predict staying together or separating and also videos and other resources that can help you get started wishing you and your family all the best on your journey of healing and discovery
that phrase makes me crazy it happens anytime i point out something to my husband that he needs to change such as looking up from his ipad long enough for me to tell him the grandbaby almost pulled the shelf unit over or explaining to him that i got all the things he needs to bake a pie another example is when he opens the front door the dog runs out if he doesnt pick him up over and over again he lets the dog run out and i am afraid he will get hit by a car,i empathize with your feeling crazy hearing your husband yell enough in output to you wanting to make a point to himwhen the immediate situation has calmed down  have you ever told him that this upsets you  is it possible he simply is not aware that you feel upset by how he talks to youkeep in mind too that what you believe your husband must change may not agree with his opinion on what he needs to changea helpful starting place for the two of you to discuss once the immediate situation has calmed down is what you each feel would have been a reasonable way of handling the situation that just  learning more about how the other person thinks and feels it will be easier to know what to expect form each othereven if you disagree about what is best knowing that there are differences between you may make living with them easier to accept or at least not be surprised and startled by themsending good luck to both of you
that phrase makes me crazy it happens anytime i point out something to my husband that he needs to change such as looking up from his ipad long enough for me to tell him the grandbaby almost pulled the shelf unit over or explaining to him that i got all the things he needs to bake a pie another example is when he opens the front door the dog runs out if he doesnt pick him up over and over again he lets the dog run out and i am afraid he will get hit by a car,its hard to say what is okay and what is not okay as it depends on what you and your husband feel is appropriate in your relationship if you are feeling like you need to walk on eggshells or that you cant speak your mind and say how you feel then that sounds like a problem i would recommend having an open discussion with your husband about communication between the two of you in general do this during a time when there is little or no conflict and emotions are not heightened let him know how you feel and give him specific ideas of how you would like him to respond instead of saying enough additionally try and see his perspective and understand why he shuts you down perhaps he feels like he is being told what to do constantly or that he gets little positive feedback from you an open dialogue about how to discuss issues going forward will likely help seeing a couples therapist will also greatly assist with teaching better communication skills and seeing if there are underlying issues that need resolution best of luck to you guys
my husband doesnt trust me for some past we had i know all marriages have their ups and downs but sometimes i feel i am getting tired of the same thing over and over that i am messing around which i am not,im sorry to hear about the trust issues in your relationship trust as you clearly know is essential to healthy relationships past indiscretions or dishonesty can damage this trust and make it really hard to confidence that these things will not happen again despite reassurances we tend to be very sensitive to betrayal and risks to our relationship security rebuilding trust takes time and effort for both parties on your end you may need to provide more reassurance and more concrete evidence that you are trustworthy gestures of transparency eg  giving him more information about where you are going and who you will be with letting him know when you get texts or emails from people that might give him pause or trigger insecurities and more patience and empathy for his fears on his end he may need to learn to be with his insecurities and fears and ask for reassurance about your love and commitment in ways that do not lead to criticizing you attempting to control you or limiting your freedom if you are not able to come to agreements about how to put his fears to rest without it negatively impacting your life i would suggest getting some professional help from a marriage counsellor or couples therapist
my husband doesnt trust me for some past we had i know all marriages have their ups and downs but sometimes i feel i am getting tired of the same thing over and over that i am messing around which i am not,the good news in the way youre feeling is recognizing that your husbands trust of your actions makes a difference to youthe typical therapy formula for restoring trust between two people after some sort of betrayal is for the one who has broken the trust to earn it backrestoring trust requires both persons to actively involve themselves in this processthe person who tires earning back trust must know what standards for this of the one who was betrayedthe person who feels betrayed must willingly be open minded to accepting the efforts of the one who tries earning back their  simple as this formula sounds the actual process of restoring trust raises a lot of emotion on both sides therefore causing difficulty in keeping discussions in this area on trackthe best way of success in restoring trust between partners is utilizing a couples therapist who would be able to guide your conversations back on track and also open emotions for discussion when relevant to restoring trustgood luck in establishing new terms with your partner
my husband doesnt trust me for some past we had i know all marriages have their ups and downs but sometimes i feel i am getting tired of the same thing over and over that i am messing around which i am not,it is incredibly frustrating to not be trusted when you know you are doing nothing wrong if the lack of trust on your husbands end has to do with something you did in the past then be patient and give it time once trust is broken it takes time and effort to gain it back try seeing the situation from your husbands perspective as often times looking at situations from different angles gives us new understanding and insight remember that you cant change how he feels but you can help him to regain the trust by asking him what he needs and responding to his needs as best you can seeing a couples counselor is never a bad idea and it would also be beneficial for you and oryour husband to seek out individual therapy there may be other unknown factors that you are unaware of that are contributing to the trust issues and inability to resolve them hope everything works out for you
my husband doesnt trust me for some past we had i know all marriages have their ups and downs but sometimes i feel i am getting tired of the same thing over and over that i am messing around which i am not,hi louisianaits normal when trust has been broken in the past for fear and insecurities to come up from time to time his reactions may not mean that he doesnt trust you but rather that he gets scared that hes going to be hurt again youre a bit vague about the past you dont say whether you cheated or not if you did then you might try taking an approach where you a take responsibility for your past actions b show an understanding of and compassion for his pain about that c do everything you can to demonstrate trust and show that he is your priority and d reassure him when he says hes scared or feeling insecure im suggesting that part of healing is you having tolerance of his emotions and demonstrating that youre so confident you can be faithful that you can handle his moments of fear this is what he and the marriage need in order to heal from the attachment injurypart of the issue might be that when he brings it up hes coming across as angry accusing or suspicious rather than scared and insecure this often happens a therapist can help both of you understand that fear is behind the anger and it works best if he shows you his vulnerable emotions rather than the anger which is also natural but less helpful in those moments and then you can more easily recognise the cue for you to reassure him as much as you want to forget about it he might need to talk about it sometimes and thats normal his needs are important also important however is your need for respect if he approaches it in a disrespectful way thats a separate problem if its brought up as a weapon used to shut you down or used to control or punish those are unhealthy ways of dealing with past hurts you can both offer compassion to him and use your sense of boundaries to protect yourself from being flogged with the pasta qualified therapist can help you sort through this trick territory best of luck
my husband and i wouldve been married for five years come june 2016 our infant daughter just had her birthday shortly before he told me he wanted a divorce he has four other children three of which are from his first wife he decided to end that marriage when his youngest was an infant the children do not have a good relationship with him now he has another child from a woman he was dating he decided he didnt want to be with her anymore when the child was an infant    it seems to me that there is a pattern he easily detaches from relationships at the same time in the childs life but wants a relationship with them when they are older ive tried to research online but im not getting any answers he also has an unhealthy dependency on alcohol and does not believe in mental health disorders such as depression and bipolar disorder he also does not believe in therapy or seeking help from professionals is there a detachment disorder or some form of mental block he could have where do you recommend researching this,this sounds really difficult and i can understand your motivation to get to bottom of why this behaviour has occurred  especially if your husband who sounds like he is an exhusband continues to have a relationship with you and your children with that being said  relationships and mental health are very complicated and you are unlikely to find the answers you are looking for in order for someone to be diagnosed with a mental illness or in order for them to identify what leads them to fall into particular patterns in relationship  they would need to be willing to seek help and honestly talk about their challenges something that you say your ex is not willing to do  while it might be a relief to understand what is going on with him  it might be more comforting for you to get support for yourself in processing your feelings and everything that has come up for you as a result of his choices
my husband cheated on me and it hurt me very bad it was a time when my health was poor im have a hard time moving on,how has your husband acted since then was he regretful how did you find out did he confess these are all things that you want to consider betrayal is very hard to get over so if its taking you awhile to get over know that this is normalhopefully youre husband has been very regretful and upfront and honest with you since this happened it may take awhile to reestablish your trust with him and he should understand this its also very important to discuss why he cheated you want to make sure that the reasoning behind this was not something that could arise again in the future and if it can there needs to be an action plan in place ie being honest with how hes feeling so that you both get a chance to rectify the situationif the cheating has happened more than once you may want to reevaluate your reasoning for staying in the marriage it would be obvious that he did not truly regret what he had done or else he wouldnt repeat the same mistake however if it was a single event and he has shown you and continuously shows you that he genuinely loves you and is sorry for his mistake i would give it a try people do make mistakes and sometimes it takes an event like this to realize what you haveknow that it takes time and that you have the right to feel what you feel if the relationship was a good healthy relationship it is worth saving ease back into it and be upfront with your feelings in return your husband should be patient and understanding of this also marriage counselors are often a good goto as they have a great deal of experience working with marriages in similar situations best of luck to you
i have been with my husband for almost 7 years we got engaged a little after 5 years of being together i had always been clear that i wanted to get married and i sadly would drop hints about how i wanted him to propose  when he did propose it was during a random vacation that i had planned i was happy but i couldnt help feeling disappointed too i had told him numerous times before that i wanted him to do it in front of my friends and family i know it sounds dumb to be upset but i couldnt help how i was feeling we are now married but the wedding and ring were also far from what i wanted and it wasnt due to lack of funds i know this is all material and the marriage is the most important thing but i cant help but get jealous and envious every time i see someone get a proposal or wedding that i had wanted i cant help my anger because i know we only get one proposal and one wedding what i wanted will never happen i have been working on my feelings for the past year and half to get over it i try to focus on our marriage but every time i see someone have the best proposals and weddings i get upset i know it is selfish and i know its petty but i just cant control it its ruining our relationship because i constantly think about it plus i get mad at him for small things because i am trying to hide the fact that i am so disappointed  why cant i move on,its hard to let go of the dreams you had regarding your wedding and engagement this was something that you and most women think about for years so its understandable to be disappointed but please be aware that it is rare that any wedding is perfect you may envy your friends weddings but more than likely they had a few mishaps of their own andor it wasnt as perfect as they had planned it either however like you know the marriage is the most important thing how many women are envious that you are in a happy stable relationship i assure you that there are plenty try to live in the present considering that dwelling on the past can still not change how you were proposed to or how your wedding day transpired focus on what you can control now perhaps you can plan an extravagant renewal of your vows or change the look of your ringi would also be upfront with your husband and explain why youve been short lately but after that close that chapter and move on it sounds like you have a wonderful companion and you certainly dont want to lose this due to a situation that is impossible to change
i need to speak to someone about sexual addiction and binge eating immediately,there is an organization dedicated to helping individuals find affordable counseling  it is called open path collective  there is a one time membership fee of 49 and it lasts for your lifetime  you then have access to local counselorstherapists who will see you for an extremely reduced rate anywhere from 30  60   
i need to speak to someone about sexual addiction and binge eating immediately,there are plenty of online providers within the mental health field that would me more than happy to speak with you immediately  many of them provide treatment on a sliding scale fee  i would google online mental health treatment providers and that should lead you to a list of providers that can help you
i need to speak to someone about sexual addiction and binge eating immediately,depending on your area and location there may be therapists who provide services on a sliding scale additionally churches will often times offer counseling for free or for a small fee i suggest doing a simple google search and contact therapists in your area it never hurts to ask for a reduced fee and even if he or she is unable to provide the service they may be able to refer you to someone who can
ive been bulimic for about 6 years now im in my early 20s i am about to start back to school to become an rn and i really need to get better once and for all    i lose control of myself and become angry and anxious and just eat and purge over and over can someone please point me in the right direction for help,eating disorders usually result from a sense of insecurity about who the person is whether they are good enough compared with anyone else and whether the way they person lives is effectiveif you have a style youre already happy with to reflect on these sorts of topics keep following your own logic with the aim to free yourself which usually takes place gradually from these sort of selfdoubtsthe other approach would be to find an unperson or an online discussion group where youd be able to offer and receive the support from other people who live with a similar problemgood luck in your studies
i have a problem with binge eating especially during times of stress i binge eat and feel so overwhelmed with shame and disappointment that i end up going to the gym and trying to exercise the calories off i am in my late 20s and i have been dealing with this since i was a teenager are there any coping mechanisms i can use to break this cycle,hellothis question describes a very typical setup of what is called the  binge repent repeat cycle this means that typically after you binge you experience emotions as you described shame and disappointment and then because of these emotions you repent ie vow to never binge again promise to do better go to the gym etc and then ultimately end up bingeing again there are many coping mechanisms for binge eating and one of the best is actually attempting to normalize eating meaning you need to attempt to eat normally eating appropriately portioned meals 3 times a day with snacks in between if you binge then it may be helpful to remind yourself that when you attempt to compensate for your bingeing behaviors and you end up feeling restricted from over exercising or undereating then this actually leads to a binge again thus reverting you back to the cycle if you binge it will be helpful to try and get back on a normal schedule of eating instead of trying to compensate for the binge although it may feel counterproductive getting back on a normal eating schedule will prevent you from entering into the restrictive cycle it can also be helpful to remind yourself that the binge has already occurred it is in the past and the goal is to move forward without focusing on the past focus on what you can do differently next time what emotions or situations led up to the binge what can you to do prevent or change the circumstances that led to the binge or the way that you handled the situation lastly if youre struggling with normalizing eating it can be helpful to work with a professional that can provide counseling and coaching to help you learn how to eating normally mindfully and without feeling the guilt and other harmful emotions sometimes associated with disordered eating i would be more than happy to assist you if you ever have any questions or want to reach out to somebody you can contact me via my website 
i have a problem with binge eating especially during times of stress i binge eat and feel so overwhelmed with shame and disappointment that i end up going to the gym and trying to exercise the calories off i am in my late 20s and i have been dealing with this since i was a teenager are there any coping mechanisms i can use to break this cycle,in dealing with an eating disorder you are far from alone  it is more common than you might think and tied to so many variables that it is easy for an individual to become overwhelmed in trying to navigate the influences of such variables  i have been working with individuals dealing with such challenges since 1998 and have found over the years that behavioral analysis is highly effective in helping you begin to isolate understand and then be able to address many of these variable impacting your behavioral and cognitive choices  consider finding someone trained in dialectic behavior therapy dbt  there is a large body of evidence supporting the use of this approach to alleviating many of the aspects you identified in your post as well of a wide variety of tools that you can choose from and utilize that are able to practiced and assimilated into your daily tool box of coping mechanisms that end up becoming new behaviors and ways of thinking about issues that become automatic the best possible outcome you can hope for if you want the solution to be sustainable
i have a problem with binge eating especially during times of stress i binge eat and feel so overwhelmed with shame and disappointment that i end up going to the gym and trying to exercise the calories off i am in my late 20s and i have been dealing with this since i was a teenager are there any coping mechanisms i can use to break this cycle,the fact that you are aware of the issue and what causes it is a step in the right direction  you can absolutely break the cycle but it takes a lot of effort  much like growing a physical muscle developing coping mechanisms must be practiced exercised in order to gain strength  find healthy activities that you like to do that can help you deal with stress  it appears that you are already going to the gym which is awesome you want this to be a healthy experience not one done out of guilt  is it possible for you to incorporate food items that are healthy for you remember any changes you make must be practiced and developed over time  you should seek professional help to assist you with getting to the root cause of your emotional connection to food normally these issues date back to childhood experiences however this is a generalization and i have little information to go on  above all else be kind to yourself shame is counterproductive if you want something to grow you give it love and attention well wishes
i have a problem with binge eating especially during times of stress i binge eat and feel so overwhelmed with shame and disappointment that i end up going to the gym and trying to exercise the calories off i am in my late 20s and i have been dealing with this since i was a teenager are there any coping mechanisms i can use to break this cycle,i believe that for results that last the best approach is to understand why someone feels like doing a certain behaviorcoping mechanisms are superficial instruction that people usually give up on when feeling extreme pressure from the problem behaviorstake the slower road of understanding why you would deprive yourself of enjoying foodalso if you consider the binging as a mistake of some kind reflect on why doing something less than ideal deserves harsh criticism and not tolerance and acceptance that people mess up occasionallyim glad you know that there are better ways of treating yourself  this is a valuable awareness of realizing you deserve patience and respect not humiliation and severe criticism when you are lost as to best ways of selfcare
i have no self control over food most people stop when theyve had enough but i keep eating for the pleasure of it especially with sweets  im never done eating dessert,hello im so glad you decided to write in today this is such a great question and im sure many others will relate to exactly what youre describing there are a few different ways we can look at in understanding your concern first i think its important to understand food is just food food is meant to nourish our bodies provide us with energy and yes sometimes reserved for special occasions and celebrations but in many cultures we place a lot of emphasis on food we have food at every gathering and every celebration whats more people have come to almost expect food to be present at any and every gettogether and if its not well then forget about it i see this time and time again with my clients donuts appear in the office and its almost like donuts have never been there before must eat one or two however we need to remind ourselves that this occurrence or similar ones will not be the last time we can enjoy this particular food it is likely the office donuts have happened before and they will be there again on another day during these moments i like to have my clients employ a stopandthink method stopandthink about your goals before you eat is this donut getting you where you want to be also i have my clients ask themselves how special is this donut if the donut really is a special donut from the best bakery in town and youve never been there before then now might be a time to have the donut but if not it would be wise to pass and wait until that special donut another aspect we need to remember about food is to think about what were getting from overindulging or overeating are you trying to drown out other emotions are you trying to feel better and the food gives you that feeling for a brief moment what else is going on this can be determined by utilizing what we describe as a thought record a thought record involves tracking and identifying thoughts and feelings associated with food triggers by targeting the emotions we can then determine where theyre coming from as well as how to decipher them a therapist can also help you with understanding your emotions related to food and will be helpful in assisting you with the thought recordthe most important thing to remember is that food addiction can be a real problem for a lot of people if food is taking over your life and you are preoccupied and overwhelmed with knowing where to start please seek out help binge eating is the most common eating disorder and impacts the lives of thousands there are lots of free resources and information on my website at  in addition i offer individual coaching and counseling through my website and i would love to help amber
i have no self control over food most people stop when theyve had enough but i keep eating for the pleasure of it especially with sweets  im never done eating dessert,i would recommend removing yourself from the environment you are in after you have finished eating a simple walk around the block calling up a friend and going to visit or even going to another room in the house can help if you find that you truly have no self control over food i recommend attending overeaters anonymous a 12 step group for those with compulsive issues related to food i hope this helps
theres this boy who asked me out awhile ago i said no because my friends and family would think weirdly of me how do i be with him and tell him and tell my friends,since youve decided to be with the boy who already showed you his interest then why not simply tell him you decided to accept his invitation to be togetherprobably your first concern about hesitating to accept this boy into your life due to the way you imagine your family may react if you do is the more complex matter to solveforming a relationship does bring up our values and the way these are different or similar to our own    at the same time we already have values which are rooted in those from the family in which we grew upyour dilemma of wanting to be with this boy shows there is a clash between your values as an individual including your choice of partner and the way your family understands the values which support being part of a couplestay true to what you feel whether this comes from your family or the way you currently are evolvingthis will guarantee that your new relationship will be built on the values and person you truly are
i have suffered many things at home and school we never went to the doctor to diagnose depression or anything like that but i always feel like a part of my heart is missing i try to fill it in with objects or in this case a woman,maybe the reason is not having confidence in the love you give to yourselfpossibly you consider the quality of your selflove as inferior to love someone else gives youthe best way to push through to your own selfcomfort and acceptance is to be aware of this tendency so you can remind yourself to practice appreciating the unique love you give to yourself
i have suffered many things at home and school we never went to the doctor to diagnose depression or anything like that but i always feel like a part of my heart is missing i try to fill it in with objects or in this case a woman,there could be many reasons but often people feel validated when they are in a relationship the need to be in a relationship can be related to a belief of unlovability which often stems from our childhood the relationship sort of soothes this temporarily and the others interest or desire helps counteract the ingrained belief there are many questions that may help understand why how was your relationship with your mother caregivers  how was your childhood etc many people describe having a hole or void they try and fill with material things or people but it only is a temporary fix which usually drives the person to the next relationship or object in hopes it will be fulfilling but it never is because fulfillment is work we need to do ourselves this journey involves finding acceptance and love for ourselves once we have that we dont need to look elsewhere for fulfillment
i have suffered many things at home and school we never went to the doctor to diagnose depression or anything like that but i always feel like a part of my heart is missing i try to fill it in with objects or in this case a woman,there are a lot of ways to look at this it sounds as if there is a part of you that is looking for support i wonder what it is that you feel when youre not in a relationshipbecause of the way you asked the question im getting the impression that you are referring to romantic relationships i wonder if you have close friendships that could form a network to help with this when you are not romantically involved with someone even when you are in a relationship with a romantic partner having friends is still an important elementi wonder if you could also notice what changes for you inside of yourself as far as emotions when you move from not being in a relationship to being in oneperhaps you could take a look at what you value about  general it is natural for people to want to be in relationships with others in this case relationship has many meanings and degrees most of us enjoy sharing elements of our days thoughts feelings etc with someone else who we trust and care about  also hoping they care about us in return
"i have a friend that who i used to be in a relationship with it was brief and turned into us being just good friends   i spent the weekend with him and it upset my boyfriend was i wrong",it is not the case of being right or wrong in my view if you are asking i believe you truly care for your boyfriend it seems like he is having difficulties in establishing trust in this relationship the ideal would be to come closer to his upsetness and to show him that you are there for him i hope all goes well rossana mag
"i have a friend that who i used to be in a relationship with it was brief and turned into us being just good friends   i spent the weekend with him and it upset my boyfriend was i wrong",the most important thing to ask yourself here is how did this action affect my relationship and is it worth the consequences regardless of your intentions in this action your boyfriend is uncomfortable with this type of behavior from here we can objectively decide if spending time with your previous partner because that is likely what your boyfriend sees them as is worth harming the relationship you currently have it is very rare that a person would be comfortable with their partner spending more than a very little amount of time with their exes many times it just gives the wrong impressions it is very possible that your partner may believe that since you spend so much time with them that they are still a contender for the most intimate relationship you have to offer and truth be told they kind of are the best intimate relationships are friendships first and foremost it is also a good thing to consider what you are getting out of the relationship with your ex that you are not getting out of the relationship with your current boyfriend if you go to this person for emotional support before your boyfriend then it is very likely youre involved in some emotional infidelity when we turn to others instead of our partner it is as if we ran into another persons arms instead of theirs no matter who you are that hurts
"i have a friend that who i used to be in a relationship with it was brief and turned into us being just good friends   i spent the weekend with him and it upset my boyfriend was i wrong",depends on your definition of wrong on this one was it objectively wrong to spend the weekend with a good friend who also happens to be an ex probably not but it upset your current boyfriend and he is entitled to his feelings if you are in a relationship with him he may be out of line if he assumes that anything happened between you and your ex that would compromise the relationship however your boyfriend being upset might also mean that he wanted to spend that kind of weekend with you and did not get to do thatlong story short it might help your relationship to understand more and be curious not judgey around what is upsetting for him perhaps having empathy for his experience of the behavior could help him to feel more secure with you having relationships with your exes
"i have a friend that who i used to be in a relationship with it was brief and turned into us being just good friends   i spent the weekend with him and it upset my boyfriend was i wrong",while you cant be responsible for your boyfriends feelings relationships do come with expectations  both people in a relationship bring their own expectations into it  these expectations are usually unspoken but result in conflict as you are experiencing here  your boyfriend expects you not to spend the weekend with this guy  he may expect you not to spend the weekend with any guy at all  he may expect you to spend every single weekend with him  youll have to decide if his expectations are ones you can live with  relationships do require some compromise out of concern for our partner but you get to choose how much you compromise we get upset about things that make us feel insecure  you spending the weekend with an ex makes your boyfriend feel insecure  that doesnt mean you did anything wrong  it just means that you have to decide if its more important for you to maintain your freedom to spend weekends with whomever you wish or to help your boyfriend feel secure in your relationship good luck  hope that helpsallison
"i have a friend that who i used to be in a relationship with it was brief and turned into us being just good friends   i spent the weekend with him and it upset my boyfriend was i wrong",hello there are a number of factors playing into this situation a former romantic partner coming back onto the scene during a current relationship you spending alone time and spending the night with that former partner and the uneasy feelings experienced by your current partner boyfriend now those are the ones you have openly expressed there are very likely other issues that prompted this behavior on your part you ask if you were wrong it is not a question i will be able to answer because it is not one i am meant to answer it is up to you to find that truth now if you are feeling guilty was it because of some sexual engagement occurred when you spent the night if so you might want to look at why that happened do you feel secure in your current relationship is this the relationship you want or do you want to be with the former boyfriendimportant questions but ones you need to ask and answer odds are there is something that triggered this event to occur and it becomes a focal point in discovering any unexplored discomfort or other issues with your current boyfriend seeking relationship counseling can be effective in sorting this out so be open to that possibility to help you clarify your thoughts and feelingsbest of luck to you
"i have a friend that who i used to be in a relationship with it was brief and turned into us being just good friends   i spent the weekend with him and it upset my boyfriend was i wrong",ideally you and your boyfriend will reach a balance point where you and your boyfriend are each happy with the level of involvement you have with your former boyfriendstart w a discussion with your current boyfriend as to what specifically he doesnt like about your friendship with your former  is possible that you can answer his concerns as well he can find out from you more as to what the friendship is all  a therapist ive never seen a former romantic relationship become only a friendship   as sincere as you may be in your intention to only keep the friendship with the former relationship partner if  your former boyfriend secretly has romantic feelings for you then at best youve got an unclear friendship with this personthe obvious possibility is to socialize together with your current boyfriend and your former one if neither guy would go for this then this would show there is an undercurrent of competition for your romantic attentionbasically make your romantic partners feelings and your own the major considerations and discuss from this perspective
"i have a friend that who i used to be in a relationship with it was brief and turned into us being just good friends   i spent the weekend with him and it upset my boyfriend was i wrong",this can be a very complicated situation the boundaries of relationship include the rules to follow in the relationship it is important to follow the rules of your relationship  in regards to each person being able to spend time with exes if you and your boyfriend agree upon a rule about spending time with exes then there should be no problem
"i have a friend that who i used to be in a relationship with it was brief and turned into us being just good friends   i spent the weekend with him and it upset my boyfriend was i wrong",thank you for submitting this question i think this type of situation can be common for many couples struggling with how to keep friendships with past relationships while being in a new relationship for me more information is needed herebut given the information provided the way i interpret the question isim assuming your boyfriend didnt know you were going to spend the weekend with your good friend  working off of this assumption i would suggest beginning an open and honest dialogue with your boyfriend about what specifically upset him and to talk about your point of view regarding spending the weekend with him i would also suggest talking about how you both envision your relationship when it comes to spending time with others if you feel like you cant have this conversation without it going off track please consider seeing a couples therapist they can help you begin these important conversations that can help shape and develop the relationship you and your boyfriend long for
"i have a friend that who i used to be in a relationship with it was brief and turned into us being just good friends   i spent the weekend with him and it upset my boyfriend was i wrong",that is a difficult situation and there is no right or wrong you both need to discuss it and come up with a solution that works for the both of you you want to spend time with your friend but your boyfriend  may feel betrayed by you spending quality time with another man you have been intimate with there may be a way for you both to get your needs met maybe you only spend short periods of time with your friend not a whole weekend or you check in with your boyfriend  periodically when you see your friend it really depends on the two of you if it becomes too difficult you may need a neutral party to help you establish appropriate boundaries around this issue good luck
"i have a friend that who i used to be in a relationship with it was brief and turned into us being just good friends   i spent the weekend with him and it upset my boyfriend was i wrong",its completely understandable that you would have male friends and that you would want to spend time with them  when you cross over from friends to a relationship it does change things  some people are very easy going and wouldnt feel threatened by what you did  others would be upset  if your boyfriend is upset by you spending time with this male friend then you need to talk about it  each of you needs to express your feelings about the situation and listen to the other with patience and respect  then you can make a decision on what is best for you and your relationship  maybe he wouldnt be upset if you saw this friend while you were with your boyfriend  or maybe your boyfriend would feel better if he got to know this person better and could trust him  most likely you can come up with a situation that will make both of you comfortable going forward  you didnt do anything wrong because it doesnt sound like you intended to hurt your boyfriend  but if you really care about your boyfriend then you probably care about making him upset  instead of looking at this issue as a problem try to look at it as an opportunity to connect  if you can both listen to each other and understand each other your relationship can become even closer
"ive been with my partner for 4 years shes given me no reason not to trust her but lately ive been overreacting a lot when shes just doing normal things i think its triggering my bad past relationships   how can i get rid of these insecurities and be more trusting with her",two paths are possibleyoure not overreacting and instead are genuinely sensing that something feels unsettled within your girlfriendyou are overreacting because you have difficulty accepting how safe and loving your relationship is with this personthe only way to find out is to start conversations with your girlfriend on how you feelthis will allow new light to open an answer as to the truthonce you know what truly is going on between the two of you your selftrust naturally will grow stronger selftrust will give you an accurate read of what and whom you are able to safely trust
"ive been with my partner for 4 years shes given me no reason not to trust her but lately ive been overreacting a lot when shes just doing normal things i think its triggering my bad past relationships   how can i get rid of these insecurities and be more trusting with her",remember that all relationships center around 3 simple values honestytrustand respectin that order tooif you are unable to trust then you are fundamentally dishonest about something in yourselfmoreover whatever you do not honestly experience you do not honestly express out to anotherto be honest with oneself is where most people fall down and when you do fall down pick yourself up and get back on the horse 
"ive been with my partner for 4 years shes given me no reason not to trust her but lately ive been overreacting a lot when shes just doing normal things i think its triggering my bad past relationships   how can i get rid of these insecurities and be more trusting with her",whats most important is that you recognize that what youve been doing is off base  that what youve been feeling is overreacting that you have insecurities and you suspect your actions and reactions are connected to your own past and not to the current situation or to your partner thats an excellent first step because without recognizing these things about yourself its unlikely that you would changethat said you sound as if you are really ready to start some therapy to work on your own personal growth not because there is something wrong with you but because youre ready to learn more about yourself and make some creative changes in your behavior yes there are lots of selfhelp books and courses but we humans often make the most progress when we have support in  realtime from another human being who can sit with us point out our blind spots and teach us some skills that are hard to learn on our own
